FECHA.CONEXION,AREA,NOMBRE.ZONA,COMUNA,MODEL,NUMERO.CONEXIONES,USAGE.KB,PORCENTAJE.USO,es_festivo,tipo_dia,dia_semana,LATITUD,LONGITUD
2024-02-11,URBANA,049_ZW Cerro 3 Cruces,99,MR76,18,4825225,"359,1",False,Fin de Semana,Domingo,34.673.678,-765.449.955
2024-02-12,URBANA,049_ZW Cerro 3 Cruces,99,MR76,12,1203198,"116,2",False,Laboral,Lunes,34.673.678,-765.449.955
2024-02-13,URBANA,049_ZW Cerro 3 Cruces,99,MR76,57,3749068,"432,8",False,Laboral,Martes,34.673.678,-765.449.955
2024-02-14,URBANA,049_ZW Cerro 3 Cruces,99,MR76,12,1476230,"195,4",False,Laboral,Miércoles,34.673.678,-765.449.955
2024-02-15,URBANA,049_ZW Cerro 3 Cruces,99,MR76,38,2424751,"207,6",False,Laboral,Jueves,34.673.678,-765.449.955
2024-02-16,URBANA,049_ZW Cerro 3 Cruces,99,MR76,14,819688,"77,7",False,Laboral,Viernes,34.673.678,-765.449.955
2024-02-17,URBANA,049_ZW Cerro 3 Cruces,99,MR76,28,374711,"35,4",False,Fin de Semana,Sábado,34.673.678,-765.449.955
2024-02-18,URBANA,049_ZW Cerro 3 Cruces,99,MR76,51,13412,1,False,Fin de Semana,Domingo,34.673.678,-765.449.955
2024-02-19,URBANA,049_ZW Cerro 3 Cruces,99,MR76,10,1047,"0,1",False,Laboral,Lunes,34.673.678,-765.449.955
2024-02-20,URBANA,049_ZW Cerro 3 Cruces,99,MR76,43,5036,"0,4",False,Laboral,Martes,34.673.678,-765.449.955
2024-02-21,URBANA,049_ZW Cerro 3 Cruces,99,MR76,4,3866,"0,3",False,Laboral,Miércoles,34.673.678,-765.449.955
2024-02-22,URBANA,049_ZW Cerro 3 Cruces,99,MR76,48,47407,"3,1",False,Laboral,Jueves,34.673.678,-765.449.955
2024-02-23,URBANA,049_ZW Cerro 3 Cruces,99,MR76,6,395808,"27,8",False,Laboral,Viernes,34.673.678,-765.449.955
2024-02-24,URBANA,049_ZW Cerro 3 Cruces,99,MR76,19,1860506,"148,1",False,Fin de Semana,Sábado,34.673.678,-765.449.955
2024-02-25,URBANA,049_ZW Cerro 3 Cruces,99,MR76,39,3398944,"193,5",False,Fin de Semana,Domingo,34.673.678,-765.449.955
2024-02-26,URBANA,049_ZW Cerro 3 Cruces,99,MR76,8,1053749,"94,7",False,Laboral,Lunes,34.673.678,-765.449.955
2024-02-27,URBANA,049_ZW Cerro 3 Cruces,99,MR76,51,2299363,"197,9",False,Laboral,Martes,34.673.678,-765.449.955
2024-02-28,URBANA,049_ZW Cerro 3 Cruces,99,MR76,14,1000,"0,1",False,Laboral,Miércoles,34.673.678,-765.449.955
2024-02-29,URBANA,049_ZW Cerro 3 Cruces,99,MR76,35,18562,"2,3",False,Laboral,Jueves,34.673.678,-765.449.955
2024-03-01,URBANA,049_ZW Cerro 3 Cruces,99,MR76,8,1153,"0,1",False,Laboral,Viernes,34.673.678,-765.449.955
2024-03-02,URBANA,049_ZW Cerro 3 Cruces,99,MR76,22,2925,"0,3",False,Fin de Semana,Sábado,34.673.678,-765.449.955
2024-03-03,URBANA,049_ZW Cerro 3 Cruces,99,MR76,25,6599,"0,5",False,Fin de Semana,Domingo,34.673.678,-765.449.955
2024-03-04,URBANA,049_ZW Cerro 3 Cruces,99,MR76,6,3047,"0,2",False,Laboral,Lunes,34.673.678,-765.449.955
2024-03-05,URBANA,049_ZW Cerro 3 Cruces,99,MR76,33,7555,"0,5",False,Laboral,Martes,34.673.678,-765.449.955
2024-03-06,URBANA,049_ZW Cerro 3 Cruces,99,MR76,5,7410,"0,6",False,Laboral,Miércoles,34.673.678,-765.449.955
2024-03-07,URBANA,049_ZW Cerro 3 Cruces,99,MR76,48,8721,"0,8",False,Laboral,Jueves,34.673.678,-765.449.955
2024-03-08,URBANA,049_ZW Cerro 3 Cruces,99,MR76,8,658,"0,1",False,Laboral,Viernes,34.673.678,-765.449.955
2024-03-09,URBANA,049_ZW Cerro 3 Cruces,99,MR76,28,4729,"0,5",False,Fin de Semana,Sábado,34.673.678,-765.449.955
2024-03-10,URBANA,049_ZW Cerro 3 Cruces,99,MR76,47,4447,"0,5",False,Fin de Semana,Domingo,34.673.678,-765.449.955
2024-03-11,URBANA,049_ZW Cerro 3 Cruces,99,MR76,4,516,"0,1",False,Laboral,Lunes,34.673.678,-765.449.955
2024-03-12,URBANA,049_ZW Cerro 3 Cruces,99,MR76,28,5242,"0,6",False,Laboral,Martes,34.673.678,-765.449.955
2024-03-13,URBANA,049_ZW Cerro 3 Cruces,99,MR76,8,2251,"0,3",False,Laboral,Miércoles,34.673.678,-765.449.955
2024-03-14,URBANA,049_ZW Cerro 3 Cruces,99,MR76,35,4873,"0,5",False,Laboral,Jueves,34.673.678,-765.449.955
2024-03-15,URBANA,049_ZW Cerro 3 Cruces,99,MR76,9,5273,"0,4",False,Laboral,Viernes,34.673.678,-765.449.955
2024-03-16,URBANA,049_ZW Cerro 3 Cruces,99,MR76,19,2338,"0,2",False,Fin de Semana,Sábado,34.673.678,-765.449.955
2024-03-17,URBANA,049_ZW Cerro 3 Cruces,99,MR76,27,1357,"0,1",False,Fin de Semana,Domingo,34.673.678,-765.449.955
2024-03-18,URBANA,049_ZW Cerro 3 Cruces,99,MR76,5,190,0,False,Laboral,Lunes,34.673.678,-765.449.955
2024-03-19,URBANA,049_ZW Cerro 3 Cruces,99,MR76,39,5941,"0,8",False,Laboral,Martes,34.673.678,-765.449.955
2024-03-20,URBANA,049_ZW Cerro 3 Cruces,99,MR76,13,3506,"0,5",False,Laboral,Miércoles,34.673.678,-765.449.955
2024-03-21,URBANA,049_ZW Cerro 3 Cruces,99,MR76,38,8530,1,False,Laboral,Jueves,34.673.678,-765.449.955
2024-03-22,URBANA,049_ZW Cerro 3 Cruces,99,MR76,9,585,"0,1",False,Laboral,Viernes,34.673.678,-765.449.955
2024-03-23,URBANA,049_ZW Cerro 3 Cruces,99,MR76,23,5451,"0,7",False,Fin de Semana,Sábado,34.673.678,-765.449.955
2024-03-24,URBANA,049_ZW Cerro 3 Cruces,99,MR76,56,10715,"1,2",True,Festivo,Domingo,34.673.678,-765.449.955
2024-03-25,URBANA,049_ZW Cerro 3 Cruces,99,MR76,40,25086,"3,6",True,Festivo,Lunes,34.673.678,-765.449.955
