FECHA_CONEXION,AREA,NOMBRE_ZONA,COMUNA,MODEL,NUMERO_CONEXIONES,USAGE_KB,PORCENTAJE_USO,DIA_SEMANA,LABORAL,FIN_DE_SEMANA,FESTIVO
2024-01-01,URBANA,024_ZW Museo La Tertulia,2.0,MR76,18.0,5642341.0,"201,53%",0,0,0,1
2024-01-02,URBANA,024_ZW Museo La Tertulia,2.0,MR76,22.0,922926.0,"33,93%",1,1,0,0
2024-01-03,URBANA,024_ZW Museo La Tertulia,2.0,MR76,26.0,519882.0,"13,37%",2,1,0,0
2024-01-04,URBANA,024_ZW Museo La Tertulia,2.0,MR76,27.0,702790.0,"20,60%",3,1,0,0
2024-01-05,URBANA,024_ZW Museo La Tertulia,2.0,MR76,31.0,752182.0,"21,43%",4,1,0,0
2024-01-06,URBANA,024_ZW Museo La Tertulia,2.0,MR76,37.0,745096.0,"29,67%",5,0,1,0
2024-01-07,URBANA,024_ZW Museo La Tertulia,2.0,MR76,35.0,2481735.0,"75,97%",6,0,1,0
2024-01-08,URBANA,024_ZW Museo La Tertulia,2.0,MR76,44.0,1075361.0,"21,07%",0,0,0,1
2024-01-09,URBANA,024_ZW Museo La Tertulia,2.0,MR76,44.0,3254311.0,"77,19%",1,1,0,0
2024-01-10,URBANA,024_ZW Museo La Tertulia,2.0,MR76,36.0,431266.0,"11,01%",2,1,0,0
2024-01-11,URBANA,024_ZW Museo La Tertulia,2.0,MR76,26.0,315706.0,"9,10%",3,1,0,0
2024-01-12,URBANA,024_ZW Museo La Tertulia,2.0,MR76,49.0,5731.0,"0,15%",4,1,0,0
2024-01-13,URBANA,024_ZW Museo La Tertulia,2.0,MR76,61.0,9978.0,"0,33%",5,0,1,0
2024-01-14,URBANA,024_ZW Museo La Tertulia,2.0,MR76,48.0,214419.0,"8,24%",6,0,1,0
2024-01-15,URBANA,024_ZW Museo La Tertulia,2.0,MR76,25.0,7026.0,"0,31%",0,1,0,0
2024-01-16,URBANA,024_ZW Museo La Tertulia,2.0,MR76,30.0,287397.0,"10,32%",1,1,0,0
2024-01-17,URBANA,024_ZW Museo La Tertulia,2.0,MR76,34.0,1838060.0,"56,50%",2,1,0,0
2024-01-18,URBANA,024_ZW Museo La Tertulia,2.0,MR76,32.0,2152031.0,"55,51%",3,1,0,0
2024-01-19,URBANA,024_ZW Museo La Tertulia,2.0,MR76,31.0,647348.0,"13,18%",4,1,0,0
2024-01-20,URBANA,024_ZW Museo La Tertulia,2.0,MR76,39.0,620567.0,"14,77%",5,0,1,0
2024-01-21,URBANA,024_ZW Museo La Tertulia,2.0,MR76,36.0,1238830.0,"29,57%",6,0,1,0
