FECHA_CONEXION,NOMBRE_ZONA,DIA_SEMANA,LABORAL,FIN_DE_SEMANA,FESTIVO,PORCENTAJE_USO,NUMERO_CONEXIONES,USAGE_KB
2024-01-01,019_ZW Parque Skate Board,0,0,0,1,3.0,65.0,26649.0
2024-01-02,019_ZW Parque Skate Board,1,1,0,0,11.0,67.0,92342.0
2024-01-03,019_ZW Parque Skate Board,2,1,0,0,163.5,63.0,1980880.0
2024-01-04,019_ZW Parque Skate Board,3,1,0,0,997.4,78.0,10537349.0
2024-01-05,019_ZW Parque Skate Board,4,1,0,0,731.7,72.0,7932033.0
2024-01-06,019_ZW Parque Skate Board,5,0,1,0,1713.0,72.0,13138127.0
2024-01-07,019_ZW Parque Skate Board,6,0,1,0,178.8,18.0,1794742.0
2024-01-08,019_ZW Parque Skate Board,0,0,0,1,680.7,63.0,10732373.0
2024-01-09,019_ZW Parque Skate Board,1,1,0,0,1104.2,74.0,14308801.0
2024-01-10,019_ZW Parque Skate Board,2,1,0,0,769.0,74.0,9277533.0
2024-01-11,019_ZW Parque Skate Board,3,1,0,0,282.5,66.0,3039395.0
2024-01-12,019_ZW Parque Skate Board,4,1,0,0,2.1,70.0,24372.0
2024-01-13,019_ZW Parque Skate Board,5,0,1,0,6.2,70.0,56108.0
2024-01-14,019_ZW Parque Skate Board,6,0,1,0,2.5,73.0,19600.0
2024-01-15,019_ZW Parque Skate Board,0,1,0,0,5.9,70.0,40858.0
2024-01-16,019_ZW Parque Skate Board,1,1,0,0,950.4,63.0,8128670.0
2024-01-17,019_ZW Parque Skate Board,2,1,0,0,996.8,83.0,9968879.0
2024-01-18,019_ZW Parque Skate Board,3,1,0,0,1110.1,78.0,13315858.0
2024-01-19,019_ZW Parque Skate Board,4,1,0,0,145.1,71.0,2227947.0
2024-01-20,019_ZW Parque Skate Board,5,0,1,0,3.0,88.0,39207.0
2024-01-21,019_ZW Parque Skate Board,6,0,1,0,2.6,81.0,34225.0
2024-01-22,019_ZW Parque Skate Board,0,1,0,0,2.0,80.0,20635.0
2024-01-23,019_ZW Parque Skate Board,1,1,0,0,1.2,70.0,12457.0
2024-01-24,019_ZW Parque Skate Board,2,1,0,0,2.9,81.0,36251.0
2024-01-25,019_ZW Parque Skate Board,3,1,0,0,0.3,31.0,4234.0
2024-01-26,,4,1,0,0,,,
2024-01-27,,5,0,1,0,,,
2024-01-28,019_ZW Parque Skate Board,6,0,1,0,717.5,73.0,7375311.0
2024-01-29,019_ZW Parque Skate Board,0,1,0,0,958.4,83.0,11155233.0
2024-01-30,019_ZW Parque Skate Board,1,1,0,0,282.0,88.0,2552214.0
2024-01-31,019_ZW Parque Skate Board,2,1,0,0,75.7,82.0,790976.0
2024-02-01,019_ZW Parque Skate Board,3,1,0,0,67.3,67.0,936754.0
2024-02-02,019_ZW Parque Skate Board,4,1,0,0,114.5,55.0,1093571.0
2024-02-03,019_ZW Parque Skate Board,5,0,1,0,0.0,5.0,658.0
2024-02-04,,6,0,1,0,,,
2024-02-05,,0,1,0,0,,,
2024-02-06,,1,1,0,0,,,
2024-02-07,,2,1,0,0,,,
2024-02-08,,3,1,0,0,,,
2024-02-09,,4,1,0,0,,,
2024-02-10,,5,0,1,0,,,
2024-02-11,,6,0,1,0,,,
2024-02-12,,0,1,0,0,,,
2024-02-13,,1,1,0,0,,,
2024-02-14,,2,1,0,0,,,
2024-02-15,,3,1,0,0,,,
2024-02-16,019_ZW Parque Skate Board,4,1,0,0,235.9,55.0,2487367.0
2024-02-17,,5,0,1,0,,,
2024-02-18,,6,0,1,0,,,
2024-02-19,019_ZW Parque Skate Board,0,1,0,0,331.2,52.0,4854305.0
2024-02-20,019_ZW Parque Skate Board,1,1,0,0,554.2,59.0,6766767.0
2024-02-21,019_ZW Parque Skate Board,2,1,0,0,685.5,61.0,7908000.0
2024-02-22,019_ZW Parque Skate Board,3,1,0,0,1010.3,65.0,15463948.0
2024-02-23,019_ZW Parque Skate Board,4,1,0,0,435.9,71.0,6201724.0
2024-02-24,019_ZW Parque Skate Board,5,0,1,0,949.2,68.0,11921186.0
2024-02-25,019_ZW Parque Skate Board,6,0,1,0,1014.6,82.0,17820420.0
2024-02-26,019_ZW Parque Skate Board,0,1,0,0,1032.4,62.0,11493504.0
2024-02-27,019_ZW Parque Skate Board,1,1,0,0,1116.7,78.0,12975356.0
2024-02-28,019_ZW Parque Skate Board,2,1,0,0,857.7,74.0,14710061.0
2024-02-29,019_ZW Parque Skate Board,3,1,0,0,573.2,81.0,4538586.0
2024-03-01,019_ZW Parque Skate Board,4,1,0,0,14.8,88.0,177639.0
2024-03-02,019_ZW Parque Skate Board,5,0,1,0,116.1,74.0,1194791.0
2024-03-03,019_ZW Parque Skate Board,6,0,1,0,153.9,92.0,2145645.0
2024-03-04,019_ZW Parque Skate Board,0,1,0,0,88.6,67.0,1259998.0
2024-03-05,019_ZW Parque Skate Board,1,1,0,0,68.0,64.0,937282.0
2024-03-06,019_ZW Parque Skate Board,2,1,0,0,146.7,86.0,1775904.0
2024-03-07,019_ZW Parque Skate Board,3,1,0,0,376.8,86.0,4025967.0
2024-03-08,019_ZW Parque Skate Board,4,1,0,0,1683.0,93.0,18002616.0
