FECHA_CONEXION,NOMBRE_ZONA,DIA_SEMANA,LABORAL,FIN_DE_SEMANA,FESTIVO,PORCENTAJE_USO,NUMERO_CONEXIONES,USAGE_KB
2024-01-01,051_ZW Parque La Merced,0,0,0,1,25.4,8.0,221715.0
2024-01-02,051_ZW Parque La Merced,1,1,0,0,0.0,4.0,251.0
2024-01-03,051_ZW Parque La Merced,2,1,0,0,2.5,6.0,30573.0
2024-01-04,051_ZW Parque La Merced,3,1,0,0,7.4,6.0,77857.0
2024-01-05,051_ZW Parque La Merced,4,1,0,0,18.0,11.0,195451.0
2024-01-06,051_ZW Parque La Merced,5,0,1,0,76.7,8.0,588478.0
2024-01-07,051_ZW Parque La Merced,6,0,1,0,44.8,10.0,450078.0
2024-01-08,051_ZW Parque La Merced,0,0,0,1,295.0,9.0,4651372.0
2024-01-09,051_ZW Parque La Merced,1,1,0,0,62.4,11.0,808211.0
2024-01-10,051_ZW Parque La Merced,2,1,0,0,6.6,8.0,79843.0
2024-01-11,051_ZW Parque La Merced,3,1,0,0,30.9,8.0,333000.0
2024-01-12,051_ZW Parque La Merced,4,1,0,0,2.6,8.0,30293.0
2024-01-13,051_ZW Parque La Merced,5,0,1,0,85.1,5.0,766129.0
2024-01-14,051_ZW Parque La Merced,6,0,1,0,1.3,5.0,9918.0
2024-01-15,051_ZW Parque La Merced,0,1,0,0,64.8,10.0,448022.0
2024-01-16,051_ZW Parque La Merced,1,1,0,0,44.4,12.0,379849.0
2024-01-17,051_ZW Parque La Merced,2,1,0,0,0.8,9.0,7816.0
2024-01-18,051_ZW Parque La Merced,3,1,0,0,50.6,7.0,606954.0
2024-01-19,051_ZW Parque La Merced,4,1,0,0,2.2,12.0,33485.0
2024-01-20,051_ZW Parque La Merced,5,0,1,0,0.1,7.0,1086.0
2024-01-21,051_ZW Parque La Merced,6,0,1,0,2.5,5.0,31923.0
2024-01-22,051_ZW Parque La Merced,0,1,0,0,49.9,12.0,523670.0
2024-01-23,051_ZW Parque La Merced,1,1,0,0,93.4,19.0,1008875.0
2024-01-24,051_ZW Parque La Merced,2,1,0,0,430.0,18.0,5377734.0
2024-01-25,051_ZW Parque La Merced,3,1,0,0,75.8,18.0,1133025.0
2024-01-26,051_ZW Parque La Merced,4,1,0,0,128.5,10.0,1770577.0
2024-01-27,051_ZW Parque La Merced,5,0,1,0,284.3,6.0,3528580.0
2024-01-28,051_ZW Parque La Merced,6,0,1,0,111.0,12.0,1141350.0
2024-01-29,051_ZW Parque La Merced,0,1,0,0,123.1,17.0,1433334.0
2024-01-30,051_ZW Parque La Merced,1,1,0,0,151.1,15.0,1368031.0
2024-01-31,051_ZW Parque La Merced,2,1,0,0,54.5,14.0,569673.0
2024-02-01,051_ZW Parque La Merced,3,1,0,0,86.1,19.0,1198320.0
2024-02-02,051_ZW Parque La Merced,4,1,0,0,13.4,9.0,127718.0
2024-02-03,051_ZW Parque La Merced,5,0,1,0,14.8,11.0,263099.0
2024-02-04,051_ZW Parque La Merced,6,0,1,0,0.0,5.0,42.0
2024-02-05,051_ZW Parque La Merced,0,1,0,0,320.9,10.0,4830533.0
2024-02-06,051_ZW Parque La Merced,1,1,0,0,39.2,11.0,585418.0
2024-02-07,051_ZW Parque La Merced,2,1,0,0,21.4,14.0,353938.0
2024-02-08,051_ZW Parque La Merced,3,1,0,0,38.6,15.0,524819.0
2024-02-09,051_ZW Parque La Merced,4,1,0,0,55.5,16.0,667515.0
2024-02-10,051_ZW Parque La Merced,5,0,1,0,4.1,6.0,64877.0
2024-02-11,051_ZW Parque La Merced,6,0,1,0,499.4,11.0,6711127.0
2024-02-12,051_ZW Parque La Merced,0,1,0,0,58.6,10.0,606401.0
2024-02-13,051_ZW Parque La Merced,1,1,0,0,87.5,14.0,757945.0
2024-02-14,051_ZW Parque La Merced,2,1,0,0,122.8,10.0,927390.0
2024-02-15,051_ZW Parque La Merced,3,1,0,0,150.1,14.0,1752924.0
2024-02-16,051_ZW Parque La Merced,4,1,0,0,81.7,15.0,861955.0
2024-02-17,051_ZW Parque La Merced,5,0,1,0,42.2,10.0,446291.0
2024-02-18,051_ZW Parque La Merced,6,0,1,0,91.8,12.0,1187901.0
2024-02-19,051_ZW Parque La Merced,0,1,0,0,59.7,14.0,875632.0
2024-02-20,051_ZW Parque La Merced,1,1,0,0,64.3,13.0,785124.0
2024-02-21,051_ZW Parque La Merced,2,1,0,0,1.0,15.0,11016.0
2024-02-22,051_ZW Parque La Merced,3,1,0,0,0.1,13.0,1510.0
2024-02-23,051_ZW Parque La Merced,4,1,0,0,5.6,18.0,79916.0
2024-02-24,051_ZW Parque La Merced,5,0,1,0,0.1,15.0,670.0
2024-02-25,051_ZW Parque La Merced,6,0,1,0,0.2,18.0,3621.0
2024-02-26,051_ZW Parque La Merced,0,1,0,0,0.8,14.0,8561.0
2024-02-27,051_ZW Parque La Merced,1,1,0,0,0.2,16.0,2834.0
2024-02-28,051_ZW Parque La Merced,2,1,0,0,0.2,13.0,4155.0
2024-02-29,051_ZW Parque La Merced,3,1,0,0,0.4,18.0,2990.0
2024-03-01,051_ZW Parque La Merced,4,1,0,0,22.9,11.0,275214.0
2024-03-02,051_ZW Parque La Merced,5,0,1,0,21.4,9.0,220578.0
2024-03-03,051_ZW Parque La Merced,6,0,1,0,2.7,7.0,37733.0
2024-03-04,051_ZW Parque La Merced,0,1,0,0,90.9,21.0,1292441.0
2024-03-05,051_ZW Parque La Merced,1,1,0,0,251.1,16.0,3461450.0
2024-03-06,051_ZW Parque La Merced,2,1,0,0,28.9,9.0,349311.0
2024-03-07,051_ZW Parque La Merced,3,1,0,0,22.0,16.0,234714.0
2024-03-08,051_ZW Parque La Merced,4,1,0,0,145.3,15.0,1554731.0
2024-03-09,051_ZW Parque La Merced,5,0,1,0,26.8,12.0,265262.0
2024-03-10,051_ZW Parque La Merced,6,0,1,0,55.9,14.0,533600.0
2024-03-11,051_ZW Parque La Merced,0,1,0,0,613.2,16.0,5763744.0
2024-03-12,051_ZW Parque La Merced,1,1,0,0,279.9,24.0,2468065.0
2024-03-13,051_ZW Parque La Merced,2,1,0,0,62.4,20.0,461824.0
2024-03-14,051_ZW Parque La Merced,3,1,0,0,72.1,10.0,699469.0
2024-03-15,051_ZW Parque La Merced,4,1,0,0,65.2,13.0,850095.0
2024-03-16,051_ZW Parque La Merced,5,0,1,0,479.0,7.0,5416712.0
2024-03-17,051_ZW Parque La Merced,6,0,1,0,230.0,13.0,2978497.0
2024-03-18,051_ZW Parque La Merced,0,1,0,0,119.4,18.0,1433812.0
2024-03-19,051_ZW Parque La Merced,1,1,0,0,136.6,17.0,1029781.0
2024-03-20,051_ZW Parque La Merced,2,1,0,0,307.6,18.0,2016037.0
2024-03-21,051_ZW Parque La Merced,3,1,0,0,119.6,16.0,1044251.0
2024-03-22,051_ZW Parque La Merced,4,1,0,0,60.8,17.0,592985.0
2024-03-23,051_ZW Parque La Merced,5,0,1,0,53.4,13.0,416915.0
2024-03-24,051_ZW Parque La Merced,6,0,1,0,43.4,11.0,394366.0
2024-03-25,051_ZW Parque La Merced,0,0,0,1,121.8,11.0,854413.0
2024-03-26,051_ZW Parque La Merced,1,1,0,0,70.9,17.0,552230.0
2024-03-27,051_ZW Parque La Merced,2,1,0,0,276.2,20.0,2230783.0
2024-03-28,051_ZW Parque La Merced,3,0,0,1,117.1,21.0,747110.0
2024-03-29,051_ZW Parque La Merced,4,0,0,1,114.3,16.0,1133448.0
2024-03-30,051_ZW Parque La Merced,5,0,1,0,82.5,11.0,514381.0
2024-03-31,051_ZW Parque La Merced,6,0,1,0,46.7,13.0,355487.0
2024-04-01,051_ZW Parque La Merced,0,1,0,0,52.0,15.0,545482.0
2024-04-02,051_ZW Parque La Merced,1,1,0,0,0.2,12.0,1170.0
2024-04-03,051_ZW Parque La Merced,2,1,0,0,0.5,21.0,4772.0
2024-04-04,051_ZW Parque La Merced,3,1,0,0,0.3,13.0,3331.0
2024-04-05,051_ZW Parque La Merced,4,1,0,0,0.7,28.0,8019.0
2024-04-06,051_ZW Parque La Merced,5,0,1,0,0.2,17.0,2032.0
2024-04-07,051_ZW Parque La Merced,6,0,1,0,1.0,19.0,12329.0
2024-04-08,051_ZW Parque La Merced,0,1,0,0,2.8,21.0,19959.0
2024-04-09,051_ZW Parque La Merced,1,1,0,0,0.4,16.0,3099.0
2024-04-10,051_ZW Parque La Merced,2,1,0,0,187.7,15.0,797929.0
2024-04-11,051_ZW Parque La Merced,3,1,0,0,358.5,21.0,1583339.0
2024-04-12,051_ZW Parque La Merced,4,1,0,0,65.4,10.0,443844.0
2024-04-13,051_ZW Parque La Merced,5,0,1,0,19.0,9.0,161851.0
2024-04-14,051_ZW Parque La Merced,6,0,1,0,102.7,9.0,708253.0
2024-04-15,051_ZW Parque La Merced,0,1,0,0,79.6,13.0,318769.0
2024-04-16,051_ZW Parque La Merced,1,1,0,0,125.7,19.0,533770.0
2024-04-17,051_ZW Parque La Merced,2,1,0,0,170.2,14.0,634906.0
2024-04-18,051_ZW Parque La Merced,3,1,0,0,9.7,13.0,28168.0
2024-04-19,051_ZW Parque La Merced,4,1,0,0,1.3,14.0,5245.0
2024-04-20,051_ZW Parque La Merced,5,0,1,0,0.2,23.0,1677.0
2024-04-21,051_ZW Parque La Merced,6,0,1,0,0.4,18.0,2744.0
2024-04-22,051_ZW Parque La Merced,0,1,0,0,0.9,14.0,4224.0
2024-04-23,051_ZW Parque La Merced,1,1,0,0,23.1,17.0,424785.0
2024-04-24,051_ZW Parque La Merced,2,1,0,0,30.7,12.0,564429.0
2024-04-25,051_ZW Parque La Merced,3,1,0,0,60.9,16.0,722307.0
2024-04-26,051_ZW Parque La Merced,4,1,0,0,47.9,14.0,479864.0
2024-04-27,051_ZW Parque La Merced,5,0,1,0,17.3,14.0,211357.0
