FECHA_CONEXION,NOMBRE_ZONA,DIA_SEMANA,LABORAL,FIN_DE_SEMANA,FESTIVO,PORCENTAJE_USO,NUMERO_CONEXIONES,USAGE_KB
2024-01-01,020_ZW Parque Petecuy1,0,0,0,1,493.6,9.0,4314919.0
2024-01-02,020_ZW Parque Petecuy1,1,1,0,0,318.3,13.0,2680033.0
2024-01-03,020_ZW Parque Petecuy1,2,1,0,0,267.2,15.0,3237729.0
2024-01-04,020_ZW Parque Petecuy1,3,1,0,0,84.7,11.0,894514.0
2024-01-05,020_ZW Parque Petecuy1,4,1,0,0,138.4,18.0,1500432.0
2024-01-06,020_ZW Parque Petecuy1,5,0,1,0,113.0,21.0,866300.0
2024-01-07,020_ZW Parque Petecuy1,6,0,1,0,221.9,26.0,2227468.0
2024-01-08,020_ZW Parque Petecuy1,0,0,0,1,96.0,16.0,1514013.0
2024-01-09,020_ZW Parque Petecuy1,1,1,0,0,1.3,28.0,17309.0
2024-01-10,020_ZW Parque Petecuy1,2,1,0,0,13.8,25.0,167041.0
2024-01-11,020_ZW Parque Petecuy1,3,1,0,0,9.3,25.0,99568.0
2024-01-12,020_ZW Parque Petecuy1,4,1,0,0,0.4,17.0,4082.0
2024-01-13,020_ZW Parque Petecuy1,5,0,1,0,2.0,17.0,17560.0
2024-01-14,020_ZW Parque Petecuy1,6,0,1,0,375.9,32.0,2974514.0
2024-01-15,020_ZW Parque Petecuy1,0,1,0,0,1428.6,28.0,9882518.0
2024-01-16,020_ZW Parque Petecuy1,1,1,0,0,273.9,19.0,2343101.0
2024-01-17,020_ZW Parque Petecuy1,2,1,0,0,122.8,20.0,1227739.0
2024-01-18,020_ZW Parque Petecuy1,3,1,0,0,204.9,12.0,2458083.0
2024-01-19,020_ZW Parque Petecuy1,4,1,0,0,280.3,20.0,4302415.0
2024-01-20,020_ZW Parque Petecuy1,5,0,1,0,391.5,26.0,5069188.0
2024-01-21,020_ZW Parque Petecuy1,6,0,1,0,665.2,26.0,8611984.0
2024-01-22,020_ZW Parque Petecuy1,0,1,0,0,891.9,24.0,9352088.0
2024-01-23,020_ZW Parque Petecuy1,1,1,0,0,728.0,26.0,7862233.0
2024-01-24,020_ZW Parque Petecuy1,2,1,0,0,287.2,26.0,3592308.0
2024-01-25,020_ZW Parque Petecuy1,3,1,0,0,76.5,21.0,1143617.0
2024-01-26,020_ZW Parque Petecuy1,4,1,0,0,238.3,23.0,3282472.0
2024-01-27,020_ZW Parque Petecuy1,5,0,1,0,81.8,21.0,1015069.0
2024-01-28,020_ZW Parque Petecuy1,6,0,1,0,181.7,20.0,1868018.0
2024-01-29,020_ZW Parque Petecuy1,0,1,0,0,353.6,20.0,4116222.0
2024-01-30,020_ZW Parque Petecuy1,1,1,0,0,191.1,29.0,1729699.0
2024-01-31,020_ZW Parque Petecuy1,2,1,0,0,53.1,25.0,554207.0
2024-02-01,020_ZW Parque Petecuy1,3,1,0,0,474.5,22.0,6600932.0
2024-02-02,020_ZW Parque Petecuy1,4,1,0,0,303.4,14.0,2898613.0
2024-02-03,020_ZW Parque Petecuy1,5,0,1,0,249.0,16.0,4417171.0
2024-02-04,020_ZW Parque Petecuy1,6,0,1,0,159.6,22.0,2552718.0
2024-02-05,020_ZW Parque Petecuy1,0,1,0,0,456.1,13.0,6865863.0
2024-02-06,020_ZW Parque Petecuy1,1,1,0,0,437.9,23.0,6544262.0
2024-02-07,020_ZW Parque Petecuy1,2,1,0,0,154.7,18.0,2553779.0
2024-02-08,020_ZW Parque Petecuy1,3,1,0,0,180.0,18.0,2445646.0
2024-02-09,020_ZW Parque Petecuy1,4,1,0,0,172.3,19.0,2073832.0
2024-02-10,020_ZW Parque Petecuy1,5,0,1,0,298.8,27.0,4772398.0
2024-02-11,020_ZW Parque Petecuy1,6,0,1,0,342.6,23.0,4604109.0
2024-02-12,020_ZW Parque Petecuy1,0,1,0,0,803.9,29.0,8323461.0
2024-02-13,020_ZW Parque Petecuy1,1,1,0,0,561.8,21.0,4866181.0
2024-02-14,020_ZW Parque Petecuy1,2,1,0,0,724.1,26.0,5468823.0
2024-02-15,020_ZW Parque Petecuy1,3,1,0,0,382.4,28.0,4465459.0
2024-02-16,020_ZW Parque Petecuy1,4,1,0,0,272.2,22.0,2869789.0
2024-02-17,020_ZW Parque Petecuy1,5,0,1,0,599.1,34.0,6335188.0
