FECHA_CONEXION,NOMBRE_ZONA,DIA_SEMANA,LABORAL,FIN_DE_SEMANA,FESTIVO,PORCENTAJE_USO,NUMERO_CONEXIONES,USAGE_KB
2024-01-01,030_ZW Parque Mutis,0,0,0,1,0.6,35.0,5655.0
2024-01-02,030_ZW Parque Mutis,1,1,0,0,0.1,18.0,1240.0
2024-01-03,030_ZW Parque Mutis,2,1,0,0,0.8,31.0,9999.0
2024-01-04,030_ZW Parque Mutis,3,1,0,0,0.9,28.0,9310.0
2024-01-05,030_ZW Parque Mutis,4,1,0,0,23.5,27.0,255129.0
2024-01-06,030_ZW Parque Mutis,5,0,1,0,1.0,39.0,7319.0
2024-01-07,030_ZW Parque Mutis,6,0,1,0,1.4,43.0,14530.0
2024-01-08,030_ZW Parque Mutis,0,0,0,1,0.4,34.0,5582.0
2024-01-09,030_ZW Parque Mutis,1,1,0,0,2.2,29.0,28179.0
2024-01-10,030_ZW Parque Mutis,2,1,0,0,0.6,23.0,7026.0
2024-01-11,030_ZW Parque Mutis,3,1,0,0,0.6,31.0,5966.0
2024-01-12,030_ZW Parque Mutis,4,1,0,0,0.4,26.0,4391.0
2024-01-13,030_ZW Parque Mutis,5,0,1,0,0.8,38.0,6812.0
2024-01-14,030_ZW Parque Mutis,6,0,1,0,0.6,28.0,4567.0
2024-01-15,030_ZW Parque Mutis,0,1,0,0,1.0,31.0,7012.0
2024-01-16,030_ZW Parque Mutis,1,1,0,0,25.9,42.0,221181.0
2024-01-17,030_ZW Parque Mutis,2,1,0,0,1.4,43.0,13893.0
2024-01-18,030_ZW Parque Mutis,3,1,0,0,1.0,35.0,12479.0
2024-01-19,030_ZW Parque Mutis,4,1,0,0,0.6,41.0,9368.0
2024-01-20,030_ZW Parque Mutis,5,0,1,0,1.5,32.0,18916.0
2024-01-21,030_ZW Parque Mutis,6,0,1,0,1.6,34.0,20497.0
2024-01-22,030_ZW Parque Mutis,0,1,0,0,0.3,26.0,3349.0
2024-01-23,030_ZW Parque Mutis,1,1,0,0,49.5,25.0,534649.0
2024-01-24,030_ZW Parque Mutis,2,1,0,0,347.1,51.0,4340581.0
2024-01-25,030_ZW Parque Mutis,3,1,0,0,469.8,38.0,7022845.0
2024-01-26,030_ZW Parque Mutis,4,1,0,0,363.9,50.0,5013046.0
2024-01-27,030_ZW Parque Mutis,5,0,1,0,356.1,53.0,4419837.0
2024-01-28,030_ZW Parque Mutis,6,0,1,0,15.1,42.0,155327.0
2024-01-29,030_ZW Parque Mutis,0,1,0,0,0.4,33.0,4236.0
2024-01-30,030_ZW Parque Mutis,1,1,0,0,21.2,28.0,192219.0
2024-01-31,030_ZW Parque Mutis,2,1,0,0,27.6,43.0,287998.0
2024-02-01,030_ZW Parque Mutis,3,1,0,0,9.9,29.0,137222.0
2024-02-02,030_ZW Parque Mutis,4,1,0,0,0.2,24.0,2127.0
2024-02-03,030_ZW Parque Mutis,5,0,1,0,0.4,42.0,6974.0
2024-02-04,030_ZW Parque Mutis,6,0,1,0,0.8,46.0,13069.0
2024-02-05,030_ZW Parque Mutis,0,1,0,0,0.8,36.0,11385.0
2024-02-06,030_ZW Parque Mutis,1,1,0,0,2.0,30.0,29837.0
2024-02-07,030_ZW Parque Mutis,2,1,0,0,1.2,48.0,19316.0
2024-02-08,030_ZW Parque Mutis,3,1,0,0,7.5,11.0,102070.0
2024-02-09,030_ZW Parque Mutis,4,1,0,0,217.0,29.0,2611121.0
2024-02-10,030_ZW Parque Mutis,5,0,1,0,191.9,33.0,3064797.0
2024-02-11,030_ZW Parque Mutis,6,0,1,0,114.8,55.0,1542450.0
2024-02-12,030_ZW Parque Mutis,0,1,0,0,13.7,41.0,142352.0
2024-02-13,030_ZW Parque Mutis,1,1,0,0,1.5,40.0,13425.0
2024-02-14,030_ZW Parque Mutis,2,1,0,0,116.6,37.0,880645.0
2024-02-15,030_ZW Parque Mutis,3,1,0,0,254.3,42.0,2969086.0
2024-02-16,030_ZW Parque Mutis,4,1,0,0,265.3,43.0,2797411.0
2024-02-17,030_ZW Parque Mutis,5,0,1,0,370.9,44.0,3922016.0
2024-02-18,030_ZW Parque Mutis,6,0,1,0,222.2,48.0,2876021.0
2024-02-19,030_ZW Parque Mutis,0,1,0,0,238.2,40.0,3491379.0
2024-02-20,030_ZW Parque Mutis,1,1,0,0,250.4,42.0,3057983.0
2024-02-21,030_ZW Parque Mutis,2,1,0,0,4.0,43.0,45574.0
2024-02-22,030_ZW Parque Mutis,3,1,0,0,0.5,55.0,8163.0
2024-02-23,030_ZW Parque Mutis,4,1,0,0,21.6,41.0,307233.0
2024-02-24,030_ZW Parque Mutis,5,0,1,0,0.7,44.0,8331.0
2024-02-25,030_ZW Parque Mutis,6,0,1,0,2.4,35.0,42761.0
2024-02-26,030_ZW Parque Mutis,0,1,0,0,0.8,37.0,8825.0
2024-02-27,030_ZW Parque Mutis,1,1,0,0,0.2,32.0,2769.0
2024-02-28,030_ZW Parque Mutis,2,1,0,0,0.4,40.0,7623.0
2024-02-29,030_ZW Parque Mutis,3,1,0,0,1.2,48.0,9740.0
2024-03-01,030_ZW Parque Mutis,4,1,0,0,1.0,40.0,12582.0
2024-03-02,030_ZW Parque Mutis,5,0,1,0,1.2,43.0,12013.0
2024-03-03,030_ZW Parque Mutis,6,0,1,0,4.6,58.0,63738.0
2024-03-04,030_ZW Parque Mutis,0,1,0,0,0.3,42.0,4079.0
2024-03-05,030_ZW Parque Mutis,1,1,0,0,0.2,33.0,2728.0
2024-03-06,030_ZW Parque Mutis,2,1,0,0,1.1,37.0,13630.0
2024-03-07,030_ZW Parque Mutis,3,1,0,0,0.5,44.0,5251.0
2024-03-08,030_ZW Parque Mutis,4,1,0,0,0.4,39.0,3976.0
2024-03-09,030_ZW Parque Mutis,5,0,1,0,2.4,38.0,23377.0
