FECHA_CONEXION,NOMBRE_ZONA,DIA_SEMANA,LABORAL,FIN_DE_SEMANA,FESTIVO,PORCENTAJE_USO,NUMERO_CONEXIONES,USAGE_KB
2024-11-29,009_ZW Polideportivo Los Almendros,4,1,0,0,0.35,19.0,7766.0
2024-11-30,009_ZW Polideportivo Los Almendros,5,0,1,0,0.03,20.0,598.0
2024-12-01,009_ZW Polideportivo Los Almendros,6,0,1,0,0.17,18.0,4083.0
2024-12-02,009_ZW Polideportivo Los Almendros,0,1,0,0,1.12,12.0,23389.0
2024-12-03,009_ZW Polideportivo Los Almendros,1,1,0,0,0.02,22.0,293.0
2024-12-04,009_ZW Polideportivo Los Almendros,2,1,0,0,2.09,38.0,48209.0
2024-12-05,009_ZW Polideportivo Los Almendros,3,1,0,0,2.15,39.0,49400.0
2024-12-06,009_ZW Polideportivo Los Almendros,4,1,0,0,1.85,20.0,41701.0
2024-12-07,009_ZW Polideportivo Los Almendros,5,0,1,0,0.3,17.0,6088.0
2024-12-08,009_ZW Polideportivo Los Almendros,6,0,0,1,0.0,13.0,94.0
2024-12-09,009_ZW Polideportivo Los Almendros,0,1,0,0,5.95,43.0,160589.0
2024-12-10,009_ZW Polideportivo Los Almendros,1,1,0,0,13.97,40.0,423064.0
2024-12-11,009_ZW Polideportivo Los Almendros,2,1,0,0,0.02,17.0,570.0
2024-12-12,009_ZW Polideportivo Los Almendros,3,1,0,0,0.48,22.0,16398.0
2024-12-13,009_ZW Polideportivo Los Almendros,4,1,0,0,0.48,22.0,16400.0
2024-12-14,009_ZW Polideportivo Los Almendros,5,0,1,0,73.59,37.0,2235423.0
2024-12-15,009_ZW Polideportivo Los Almendros,6,0,1,0,58.34,23.0,1728481.0
2024-12-16,009_ZW Polideportivo Los Almendros,0,1,0,0,65.94,33.0,2192920.0
2024-12-17,009_ZW Polideportivo Los Almendros,1,1,0,0,22.2,25.0,680726.0
2024-12-18,009_ZW Polideportivo Los Almendros,2,1,0,0,133.0,24.0,4197739.0
2024-12-19,009_ZW Polideportivo Los Almendros,3,1,0,0,28.1,27.0,799694.0
2024-12-20,009_ZW Polideportivo Los Almendros,4,1,0,0,25.4,29.0,770694.0
2024-12-21,009_ZW Polideportivo Los Almendros,5,0,1,0,0.82,31.0,21415.0
2024-12-22,009_ZW Polideportivo Los Almendros,6,0,1,0,16.4,27.0,525370.0
