FECHA_CONEXION,NOMBRE_ZONA,DIA_SEMANA,LABORAL,FIN_DE_SEMANA,FESTIVO,PORCENTAJE_USO,NUMERO_CONEXIONES,USAGE_KB
2024-01-01,014_ZW Centro Cultural Alto Jordan,0,0,0,1,643.6,21.0,5626077.0
2024-01-02,014_ZW Centro Cultural Alto Jordan,1,1,0,0,648.8,13.0,5461770.0
2024-01-03,014_ZW Centro Cultural Alto Jordan,2,1,0,0,171.4,15.0,2077623.0
2024-01-04,014_ZW Centro Cultural Alto Jordan,3,1,0,0,334.1,16.0,3530188.0
2024-01-05,014_ZW Centro Cultural Alto Jordan,4,1,0,0,607.9,24.0,6590836.0
2024-01-06,014_ZW Centro Cultural Alto Jordan,5,0,1,0,12.7,20.0,97720.0
2024-01-07,014_ZW Centro Cultural Alto Jordan,6,0,1,0,0.2,17.0,2169.0
2024-01-08,014_ZW Centro Cultural Alto Jordan,0,0,0,1,567.7,25.0,8951104.0
2024-01-09,014_ZW Centro Cultural Alto Jordan,1,1,0,0,419.3,14.0,5434108.0
2024-01-10,014_ZW Centro Cultural Alto Jordan,2,1,0,0,416.8,18.0,5027731.0
2024-01-11,014_ZW Centro Cultural Alto Jordan,3,1,0,0,647.1,19.0,6962326.0
2024-01-12,014_ZW Centro Cultural Alto Jordan,4,1,0,0,475.4,21.0,5521179.0
2024-01-13,014_ZW Centro Cultural Alto Jordan,5,0,1,0,477.9,18.0,4302267.0
2024-01-14,014_ZW Centro Cultural Alto Jordan,6,0,1,0,9.5,24.0,75072.0
2024-01-15,014_ZW Centro Cultural Alto Jordan,0,1,0,0,1.5,28.0,10536.0
2024-01-16,014_ZW Centro Cultural Alto Jordan,1,1,0,0,0.1,18.0,626.0
2024-01-17,014_ZW Centro Cultural Alto Jordan,2,1,0,0,0.5,26.0,5169.0
2024-01-18,014_ZW Centro Cultural Alto Jordan,3,1,0,0,0.3,18.0,3415.0
2024-01-19,014_ZW Centro Cultural Alto Jordan,4,1,0,0,0.4,27.0,6697.0
2024-01-20,014_ZW Centro Cultural Alto Jordan,5,0,1,0,0.4,19.0,4843.0
2024-01-21,014_ZW Centro Cultural Alto Jordan,6,0,1,0,1.0,20.0,13107.0
2024-01-22,014_ZW Centro Cultural Alto Jordan,0,1,0,0,0.3,23.0,3445.0
2024-01-23,014_ZW Centro Cultural Alto Jordan,1,1,0,0,0.2,15.0,2069.0
2024-01-24,014_ZW Centro Cultural Alto Jordan,2,1,0,0,91.5,19.0,1144986.0
2024-01-25,014_ZW Centro Cultural Alto Jordan,3,1,0,0,28.8,15.0,429984.0
2024-01-26,014_ZW Centro Cultural Alto Jordan,4,1,0,0,251.0,20.0,3457386.0
2024-01-27,014_ZW Centro Cultural Alto Jordan,5,0,1,0,84.1,11.0,1044005.0
2024-01-28,014_ZW Centro Cultural Alto Jordan,6,0,1,0,298.0,15.0,3063513.0
2024-01-29,014_ZW Centro Cultural Alto Jordan,0,1,0,0,393.7,21.0,4582606.0
2024-01-30,014_ZW Centro Cultural Alto Jordan,1,1,0,0,414.0,22.0,3746885.0
2024-01-31,014_ZW Centro Cultural Alto Jordan,2,1,0,0,243.3,26.0,2540819.0
2024-02-01,014_ZW Centro Cultural Alto Jordan,3,1,0,0,294.6,26.0,4097551.0
2024-02-02,014_ZW Centro Cultural Alto Jordan,4,1,0,0,174.6,12.0,1667649.0
2024-02-03,014_ZW Centro Cultural Alto Jordan,5,0,1,0,210.9,20.0,3742043.0
2024-02-04,014_ZW Centro Cultural Alto Jordan,6,0,1,0,187.4,21.0,2996978.0
2024-02-05,014_ZW Centro Cultural Alto Jordan,0,1,0,0,204.8,16.0,3082905.0
2024-02-06,014_ZW Centro Cultural Alto Jordan,1,1,0,0,20.4,15.0,304128.0
2024-02-07,014_ZW Centro Cultural Alto Jordan,2,1,0,0,28.4,13.0,469329.0
2024-02-08,014_ZW Centro Cultural Alto Jordan,3,1,0,0,145.4,22.0,1975977.0
2024-02-09,014_ZW Centro Cultural Alto Jordan,4,1,0,0,110.0,23.0,1323346.0
2024-02-10,014_ZW Centro Cultural Alto Jordan,5,0,1,0,92.3,35.0,1473532.0
2024-02-11,014_ZW Centro Cultural Alto Jordan,6,0,1,0,343.3,24.0,4613473.0
2024-02-12,014_ZW Centro Cultural Alto Jordan,0,1,0,0,12.9,28.0,133339.0
2024-02-13,014_ZW Centro Cultural Alto Jordan,1,1,0,0,0.6,24.0,4874.0
2024-02-14,014_ZW Centro Cultural Alto Jordan,2,1,0,0,0.7,15.0,5575.0
2024-02-15,014_ZW Centro Cultural Alto Jordan,3,1,0,0,0.3,18.0,3983.0
2024-02-16,014_ZW Centro Cultural Alto Jordan,4,1,0,0,1.8,27.0,19302.0
2024-02-17,014_ZW Centro Cultural Alto Jordan,5,0,1,0,0.6,26.0,6280.0
2024-02-18,014_ZW Centro Cultural Alto Jordan,6,0,1,0,0.5,22.0,6311.0
2024-02-19,014_ZW Centro Cultural Alto Jordan,0,1,0,0,166.6,23.0,2440945.0
2024-02-20,014_ZW Centro Cultural Alto Jordan,1,1,0,0,576.3,17.0,7036667.0
2024-02-21,014_ZW Centro Cultural Alto Jordan,2,1,0,0,987.9,27.0,11397267.0
2024-02-22,014_ZW Centro Cultural Alto Jordan,3,1,0,0,138.9,21.0,2125580.0
2024-02-23,014_ZW Centro Cultural Alto Jordan,4,1,0,0,684.7,21.0,9741312.0
2024-02-24,014_ZW Centro Cultural Alto Jordan,5,0,1,0,240.9,32.0,3025569.0
2024-02-25,014_ZW Centro Cultural Alto Jordan,6,0,1,0,655.5,41.0,11513216.0
2024-02-26,014_ZW Centro Cultural Alto Jordan,0,1,0,0,205.5,22.0,2287486.0
2024-02-27,014_ZW Centro Cultural Alto Jordan,1,1,0,0,231.8,23.0,2693132.0
2024-02-28,014_ZW Centro Cultural Alto Jordan,2,1,0,0,130.3,18.0,2234959.0
2024-02-29,014_ZW Centro Cultural Alto Jordan,3,1,0,0,318.6,19.0,2522474.0
2024-03-01,014_ZW Centro Cultural Alto Jordan,4,1,0,0,363.7,24.0,4363819.0
2024-03-02,014_ZW Centro Cultural Alto Jordan,5,0,1,0,227.0,22.0,2335566.0
2024-03-03,014_ZW Centro Cultural Alto Jordan,6,0,1,0,444.9,20.0,6201294.0
2024-03-04,014_ZW Centro Cultural Alto Jordan,0,1,0,0,386.1,20.0,5489972.0
2024-03-05,014_ZW Centro Cultural Alto Jordan,1,1,0,0,333.7,26.0,4598758.0
2024-03-06,014_ZW Centro Cultural Alto Jordan,2,1,0,0,953.7,28.0,11541574.0
2024-03-07,014_ZW Centro Cultural Alto Jordan,3,1,0,0,1756.1,31.0,18761866.0
2024-03-08,014_ZW Centro Cultural Alto Jordan,4,1,0,0,1169.3,26.0,12507091.0
2024-03-09,014_ZW Centro Cultural Alto Jordan,5,0,1,0,671.8,34.0,6641025.0
2024-03-10,014_ZW Centro Cultural Alto Jordan,6,0,1,0,859.9,35.0,8207030.0
2024-03-11,014_ZW Centro Cultural Alto Jordan,0,1,0,0,17.3,33.0,162649.0
2024-03-12,014_ZW Centro Cultural Alto Jordan,1,1,0,0,1.3,40.0,11676.0
